"customer_id","first_name","last_name","email","active","create_date","rental_count","first_rental_date","last_rental_date","total_revenue","payment_count","avg_payment_amount","ltv_segment"
187,"BRITTANY","RILEY","BRITTANY.RILEY@sakilacustomer.org",1,"2022-02-14","28","2022-05-26 16:39:53+03","2022-08-23 21:59:33+03","159.72","28","5.7042857142857143","A — High value"
550,"GUY","BROWNLEE","GUY.BROWNLEE@sakilacustomer.org",1,"2022-02-14","32","2022-02-14 18:16:03+03","2022-08-23 22:07:10+03","159.68","32","4.9900000000000000","A — High value"
462,"WARREN","SHERROD","WARREN.SHERROD@sakilacustomer.org",1,"2022-02-14","33","2022-05-26 03:19:05+03","2022-08-23 23:17:17+03","159.67","33","4.8384848484848485","A — High value"
267,"MARGIE","WADE","MARGIE.WADE@sakilacustomer.org",1,"2022-02-14","36","2022-02-14 18:16:03+03","2022-08-23 19:30:40+03","159.64","36","4.4344444444444444","A — High value"
293,"MAE","FLETCHER","MAE.FLETCHER@sakilacustomer.org",1,"2022-02-14","31","2022-05-27 20:42:57+03","2022-08-23 11:18:52+03","158.69","31","5.1190322580645161","A — High value"
372,"STEVE","MACKENZIE","STEVE.MACKENZIE@sakilacustomer.org",1,"2022-02-14","34","2022-05-28 17:49:14+03","2022-08-23 07:08:58+03","158.66","34","4.6664705882352941","A — High value"
368,"HARRY","ARCE","HARRY.ARCE@sakilacustomer.org",0,"2022-02-14","35","2022-05-25 11:21:29+03","2022-08-23 02:31:09+03","157.65","35","4.5042857142857143","A — High value"
273,"PRISCILLA","LOWE","PRISCILLA.LOWE@sakilacustomer.org",1,"2022-02-14","35","2022-05-25 21:46:21+03","2022-08-23 14:50:00+03","157.65","35","4.5042857142857143","A — High value"
346,"ARTHUR","SIMPKINS","ARTHUR.SIMPKINS@sakilacustomer.org",1,"2022-02-14","32","2022-05-25 11:32:03+03","2022-08-23 17:15:19+03","155.68","32","4.8650000000000000","A — High value"
21,"MICHELLE","CLARK","MICHELLE.CLARK@sakilacustomer.org",1,"2022-02-14","35","2022-02-14 18:16:03+03","2022-08-22 05:20:26+03","155.65","35","4.4471428571428571","A — High value"
75,"TAMMY","SANDERS","TAMMY.SANDERS@sakilacustomer.org",1,"2022-02-14","41","2022-02-14 18:16:03+03","2022-08-23 20:23:24+03","155.59","41","3.7948780487804878","A — High value"
197,"SUE","PETERS","SUE.PETERS@sakilacustomer.org",1,"2022-02-14","40","2022-05-25 18:03:42+03","2022-08-23 06:12:52+03","154.60","40","3.8650000000000000","A — High value"
119,"SHERRY","MARSHALL","SHERRY.MARSHALL@sakilacustomer.org",1,"2022-02-14","34","2022-05-25 11:41:01+03","2022-08-23 23:52:56+03","153.66","34","4.5194117647058824","A — High value"
532,"NEIL","RENNER","NEIL.RENNER@sakilacustomer.org",1,"2022-02-14","32","2022-02-14 18:16:03+03","2022-08-23 23:18:31+03","152.68","32","4.7712500000000000","A — High value"
390,"SHAWN","HEATON","SHAWN.HEATON@sakilacustomer.org",1,"2022-02-14","33","2022-05-26 16:43:48+03","2022-08-23 00:21:35+03","152.67","33","4.6263636363636364","A — High value"
26,"JESSICA","HALL","JESSICA.HALL@sakilacustomer.org",1,"2022-02-14","34","2022-05-29 18:59:44+03","2022-08-23 13:16:29+03","152.66","34","4.4900000000000000","A — High value"
506,"LESLIE","SEWARD","LESLIE.SEWARD@sakilacustomer.org",1,"2022-02-14","35","2022-05-25 21:12:42+03","2022-08-23 12:02:46+03","152.65","35","4.3614285714285714","A — High value"
274,"NAOMI","JENNINGS","NAOMI.JENNINGS@sakilacustomer.org",1,"2022-02-14","35","2022-02-14 18:16:03+03","2022-08-23 17:01:54+03","152.65","35","4.3614285714285714","A — High value"
366,"BRANDON","HUEY","BRANDON.HUEY@sakilacustomer.org",1,"2022-02-14","37","2022-02-14 18:16:03+03","2022-08-23 05:03:40+03","152.63","37","4.1251351351351351","A — High value"
454,"ALEX","GRESHAM","ALEX.GRESHAM@sakilacustomer.org",1,"2022-02-14","33","2022-05-29 10:08:13+03","2022-08-23 08:55:26+03","151.67","33","4.5960606060606061","A — High value"
7,"MARIA","MILLER","MARIA.MILLER@sakilacustomer.org",1,"2022-02-14","33","2022-05-25 08:04:08+03","2022-08-21 06:49:48+03","151.67","33","4.5960606060606061","A — High value"
211,"STACEY","MONTGOMERY","STACEY.MONTGOMERY@sakilacustomer.org",1,"2022-02-14","34","2022-02-14 18:16:03+03","2022-08-23 11:07:11+03","151.66","34","4.4605882352941176","A — High value"
196,"ALMA","AUSTIN","ALMA.AUSTIN@sakilacustomer.org",1,"2022-02-14","35","2022-05-25 20:18:19+03","2022-08-23 22:10:13+03","151.65","35","4.3328571428571429","A — High value"
439,"ALEXANDER","FENNELL","ALEXANDER.FENNELL@sakilacustomer.org",1,"2022-02-14","36","2022-05-25 23:07:59+03","2022-08-23 23:27:35+03","151.64","36","4.2122222222222222","A — High value"
257,"MARSHA","DOUGLAS","MARSHA.DOUGLAS@sakilacustomer.org",1,"2022-02-14","37","2022-05-26 01:00:21+03","2022-08-23 21:51:29+03","151.63","37","4.0981081081081081","A — High value"
360,"RALPH","MADRIGAL","RALPH.MADRIGAL@sakilacustomer.org",1,"2022-02-14","34","2022-05-28 19:37:59+03","2022-08-22 21:56:41+03","150.66","34","4.4311764705882353","A — High value"
371,"BILLY","POULIN","BILLY.POULIN@sakilacustomer.org",1,"2022-02-14","35","2022-05-25 05:36:50+03","2022-08-23 17:09:17+03","149.65","35","4.2757142857142857","B — Medium value"
513,"DUANE","TUBBS","DUANE.TUBBS@sakilacustomer.org",1,"2022-02-14","31","2022-05-31 01:54:19+03","2022-08-23 06:20:16+03","148.69","31","4.7964516129032258","B — Medium value"
86,"JACQUELINE","LONG","JACQUELINE.LONG@sakilacustomer.org",1,"2022-02-14","33","2022-05-25 11:35:12+03","2022-08-23 20:45:06+03","148.67","33","4.5051515151515152","B — Medium value"
309,"CHRISTOPHER","GRECO","CHRISTOPHER.GRECO@sakilacustomer.org",1,"2022-02-14","31","2022-05-26 11:27:09+03","2022-08-23 01:58:09+03","147.69","31","4.7641935483870968","B — Medium value"
204,"ROSEMARY","SCHMIDT","ROSEMARY.SCHMIDT@sakilacustomer.org",1,"2022-02-14","35","2022-05-26 16:35:40+03","2022-08-23 01:48:56+03","147.65","35","4.2185714285714286","B — Medium value"
103,"GLADYS","HAMILTON","GLADYS.HAMILTON@sakilacustomer.org",1,"2022-02-14","31","2022-05-26 14:40:23+03","2022-08-24 00:43:07+03","146.69","31","4.7319354838709677","B — Medium value"
479,"ZACHARY","HITE","ZACHARY.HITE@sakilacustomer.org",1,"2022-02-14","31","2022-02-14 18:16:03+03","2022-08-20 20:54:59+03","146.69","31","4.7319354838709677","B — Medium value"
348,"ROGER","QUINTANILLA","ROGER.QUINTANILLA@sakilacustomer.org",1,"2022-02-14","36","2022-05-26 02:47:47+03","2022-08-23 20:50:54+03","146.64","36","4.0733333333333333","B — Medium value"
87,"WANDA","PATTERSON","WANDA.PATTERSON@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-23 18:58:12+03","145.70","30","4.8566666666666667","B — Medium value"
362,"NICHOLAS","BARFIELD","NICHOLAS.BARFIELD@sakilacustomer.org",1,"2022-02-14","32","2022-05-31 07:01:09+03","2022-08-22 08:17:12+03","145.68","32","4.5525000000000000","B — Medium value"
172,"BERNICE","WILLIS","BERNICE.WILLIS@sakilacustomer.org",1,"2022-02-14","33","2022-05-27 21:13:15+03","2022-08-24 00:14:31+03","145.67","33","4.4142424242424242","B — Medium value"
436,"TROY","QUIGLEY","TROY.QUIGLEY@sakilacustomer.org",1,"2022-02-14","30","2022-05-25 07:59:39+03","2022-08-23 15:10:16+03","144.70","30","4.8233333333333333","B — Medium value"
277,"OLGA","JIMENEZ","OLGA.JIMENEZ@sakilacustomer.org",1,"2022-02-14","32","2022-05-27 00:01:39+03","2022-08-22 23:05:50+03","144.68","32","4.5212500000000000","B — Medium value"
237,"TANYA","GILBERT","TANYA.GILBERT@sakilacustomer.org",1,"2022-02-14","33","2022-05-25 23:48:30+03","2022-08-23 20:28:09+03","144.67","33","4.3839393939393939","B — Medium value"
66,"JANICE","WARD","JANICE.WARD@sakilacustomer.org",1,"2022-02-14","34","2022-05-30 15:08:45+03","2022-08-23 08:23:26+03","144.66","34","4.2547058823529412","B — Medium value"
5,"ELIZABETH","BROWN","ELIZABETH.BROWN@sakilacustomer.org",1,"2022-02-14","38","2022-02-14 18:16:03+03","2022-08-22 19:37:02+03","144.62","38","3.8057894736842105","B — Medium value"
337,"JERRY","JORDON","JERRY.JORDON@sakilacustomer.org",1,"2022-02-14","29","2022-02-14 18:16:03+03","2022-08-22 21:28:56+03","143.71","29","4.9555172413793103","B — Medium value"
363,"ROY","WHITING","ROY.WHITING@sakilacustomer.org",1,"2022-02-14","29","2022-05-29 09:35:21+03","2022-08-22 22:44:55+03","143.71","29","4.9555172413793103","B — Medium value"
120,"SYLVIA","ORTIZ","SYLVIA.ORTIZ@sakilacustomer.org",1,"2022-02-14","32","2022-02-14 18:16:03+03","2022-08-22 08:49:15+03","143.68","32","4.4900000000000000","B — Medium value"
347,"RYAN","SALISBURY","RYAN.SALISBURY@sakilacustomer.org",1,"2022-02-14","30","2022-06-16 16:11:52+03","2022-08-23 06:51:52+03","142.70","30","4.7566666666666667","B — Medium value"
289,"VIOLET","RODRIQUEZ","VIOLET.RODRIQUEZ@sakilacustomer.org",1,"2022-02-14","30","2022-06-17 05:08:59+03","2022-08-22 07:03:59+03","142.70","30","4.7566666666666667","B — Medium value"
239,"MINNIE","ROMERO","MINNIE.ROMERO@sakilacustomer.org",1,"2022-02-14","34","2022-05-25 01:31:46+03","2022-08-21 00:34:34+03","142.66","34","4.1958823529411765","B — Medium value"
46,"CATHERINE","CAMPBELL","CATHERINE.CAMPBELL@sakilacustomer.org",1,"2022-02-14","34","2022-05-27 14:57:55+03","2022-08-23 14:47:26+03","142.66","34","4.1958823529411765","B — Medium value"
39,"DEBRA","NELSON","DEBRA.NELSON@sakilacustomer.org",1,"2022-02-14","29","2022-06-16 09:49:08+03","2022-08-22 14:51:38+03","141.71","29","4.8865517241379310","B — Medium value"
472,"GREG","ROBINS","GREG.ROBINS@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-22 21:06:47+03","141.70","30","4.7233333333333333","B — Medium value"
78,"LORI","WOOD","LORI.WOOD@sakilacustomer.org",1,"2022-02-14","31","2022-06-18 04:19:21+03","2022-08-24 00:18:51+03","141.69","31","4.5706451612903226","B — Medium value"
84,"SARA","PERRY","SARA.PERRY@sakilacustomer.org",1,"2022-02-14","33","2022-05-27 15:57:39+03","2022-08-22 20:16:50+03","141.67","33","4.2930303030303030","B — Medium value"
533,"JESSIE","MILAM","JESSIE.MILAM@sakilacustomer.org",1,"2022-02-14","33","2022-02-14 18:16:03+03","2022-08-23 23:01:09+03","141.67","33","4.2930303030303030","B — Medium value"
566,"CASEY","MENA","CASEY.MENA@sakilacustomer.org",1,"2022-02-14","34","2022-05-26 13:47:20+03","2022-08-21 09:13:46+03","141.66","34","4.1664705882352941","B — Medium value"
198,"ELSIE","KELLEY","ELSIE.KELLEY@sakilacustomer.org",1,"2022-02-14","37","2022-05-27 08:37:15+03","2022-08-23 02:27:18+03","141.63","37","3.8278378378378378","B — Medium value"
494,"RAMON","CHOATE","RAMON.CHOATE@sakilacustomer.org",1,"2022-02-14","31","2022-05-28 17:03:44+03","2022-08-22 21:28:04+03","140.69","31","4.5383870967741935","B — Medium value"
242,"GLENDA","FRAZIER","GLENDA.FRAZIER@sakilacustomer.org",1,"2022-02-14","32","2022-05-25 20:30:05+03","2022-08-22 10:06:00+03","140.68","32","4.3962500000000000","B — Medium value"
29,"ANGELA","HERNANDEZ","ANGELA.HERNANDEZ@sakilacustomer.org",1,"2022-02-14","36","2022-02-14 18:16:03+03","2022-08-22 09:53:00+03","140.64","36","3.9066666666666667","B — Medium value"
467,"ALVIN","DELOACH","ALVIN.DELOACH@sakilacustomer.org",1,"2022-02-14","29","2022-05-26 12:27:50+03","2022-08-23 17:19:15+03","139.71","29","4.8175862068965517","B — Medium value"
146,"JAMIE","RICE","JAMIE.RICE@sakilacustomer.org",1,"2022-02-14","29","2022-05-29 13:15:51+03","2022-08-23 17:36:05+03","139.71","29","4.8175862068965517","B — Medium value"
484,"ROBERTO","VU","ROBERTO.VU@sakilacustomer.org",1,"2022-02-14","30","2022-05-25 06:24:36+03","2022-08-23 23:49:22+03","139.70","30","4.6566666666666667","B — Medium value"
404,"STANLEY","SCROGGINS","STANLEY.SCROGGINS@sakilacustomer.org",1,"2022-02-14","30","2022-05-31 12:56:32+03","2022-08-22 21:28:02+03","139.70","30","4.6566666666666667","B — Medium value"
114,"GRACE","ELLIS","GRACE.ELLIS@sakilacustomer.org",1,"2022-02-14","33","2022-02-14 18:16:03+03","2022-08-24 00:42:48+03","139.67","33","4.2324242424242424","B — Medium value"
576,"MORRIS","MCCARTER","MORRIS.MCCARTER@sakilacustomer.org",1,"2022-02-14","34","2022-02-14 18:16:03+03","2022-08-23 09:34:18+03","139.66","34","4.1076470588235294","B — Medium value"
482,"MAURICE","CRAWLEY","MAURICE.CRAWLEY@sakilacustomer.org",0,"2022-02-14","29","2022-05-26 17:32:46+03","2022-08-23 18:42:53+03","138.71","29","4.7831034482758621","B — Medium value"
349,"JOE","GILLILAND","JOE.GILLILAND@sakilacustomer.org",1,"2022-02-14","29","2022-02-14 18:16:03+03","2022-08-23 21:19:06+03","138.71","29","4.7831034482758621","B — Medium value"
306,"CHARLES","KOWALSKI","CHARLES.KOWALSKI@sakilacustomer.org",1,"2022-02-14","32","2022-05-27 10:49:21+03","2022-08-23 18:19:14+03","138.68","32","4.3337500000000000","B — Medium value"
51,"ALICE","STEWART","ALICE.STEWART@sakilacustomer.org",1,"2022-02-14","33","2022-05-25 21:37:02+03","2022-08-22 06:31:50+03","138.67","33","4.2021212121212121","B — Medium value"
502,"BRETT","CORNWELL","BRETT.CORNWELL@sakilacustomer.org",1,"2022-02-14","34","2022-05-26 17:28:14+03","2022-08-24 00:06:34+03","138.66","34","4.0782352941176471","B — Medium value"
80,"MARILYN","ROSS","MARILYN.ROSS@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-23 23:13:39+03","137.70","30","4.5900000000000000","B — Medium value"
300,"JOHN","FARNSWORTH","JOHN.FARNSWORTH@sakilacustomer.org",1,"2022-02-14","31","2022-02-14 18:16:03+03","2022-08-23 16:43:46+03","137.69","31","4.4416129032258065","B — Medium value"
210,"ELLA","OLIVER","ELLA.OLIVER@sakilacustomer.org",1,"2022-02-14","31","2022-05-30 18:34:02+03","2022-08-23 20:48:40+03","137.69","31","4.4416129032258065","B — Medium value"
102,"CRYSTAL","FORD","CRYSTAL.FORD@sakilacustomer.org",1,"2022-02-14","33","2022-05-26 16:01:05+03","2022-08-23 23:59:26+03","137.67","33","4.1718181818181818","B — Medium value"
207,"GERTRUDE","CASTILLO","GERTRUDE.CASTILLO@sakilacustomer.org",1,"2022-02-14","34","2022-05-25 06:51:46+03","2022-08-23 09:25:29+03","137.66","34","4.0488235294117647","B — Medium value"
200,"JEANNE","LAWSON","JEANNE.LAWSON@sakilacustomer.org",1,"2022-02-14","27","2022-02-14 18:16:03+03","2022-08-23 21:35:42+03","136.73","27","5.0640740740740741","B — Medium value"
380,"RUSSELL","BRINSON","RUSSELL.BRINSON@sakilacustomer.org",1,"2022-02-14","36","2022-05-30 03:18:15+03","2022-08-23 14:33:00+03","136.64","36","3.7955555555555556","B — Medium value"
3,"LINDA","WILLIAMS","LINDA.WILLIAMS@sakilacustomer.org",1,"2022-02-14","26","2022-05-27 19:17:09+03","2022-08-23 09:10:14+03","135.74","26","5.2207692307692308","B — Medium value"
285,"MIRIAM","MCKINNEY","MIRIAM.MCKINNEY@sakilacustomer.org",1,"2022-02-14","26","2022-06-15 01:07:08+03","2022-08-23 04:06:41+03","135.74","26","5.2207692307692308","B — Medium value"
558,"JIMMIE","EGGLESTON","JIMMIE.EGGLESTON@sakilacustomer.org",0,"2022-02-14","28","2022-06-17 11:19:52+03","2022-08-21 08:53:53+03","135.72","28","4.8471428571428571","B — Medium value"
448,"MIGUEL","BETANCOURT","MIGUEL.BETANCOURT@sakilacustomer.org",1,"2022-02-14","29","2022-02-14 18:16:03+03","2022-08-23 02:07:53+03","135.71","29","4.6796551724137931","B — Medium value"
334,"RAYMOND","MCWHORTER","RAYMOND.MCWHORTER@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-23 11:06:17+03","135.70","30","4.5233333333333333","B — Medium value"
56,"GLORIA","COOK","GLORIA.COOK@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-23 12:23:28+03","135.70","30","4.5233333333333333","B — Medium value"
279,"DIANNE","SHELTON","DIANNE.SHELTON@sakilacustomer.org",1,"2022-02-14","31","2022-02-14 18:16:03+03","2022-08-23 08:50:27+03","135.69","31","4.3770967741935484","B — Medium value"
535,"JAVIER","ELROD","JAVIER.ELROD@sakilacustomer.org",1,"2022-02-14","32","2022-05-25 06:44:31+03","2022-08-23 23:27:11+03","135.68","32","4.2400000000000000","B — Medium value"
125,"ETHEL","WEBB","ETHEL.WEBB@sakilacustomer.org",1,"2022-02-14","32","2022-05-26 07:30:03+03","2022-08-22 12:14:39+03","135.68","32","4.2400000000000000","B — Medium value"
168,"REGINA","BERRY","REGINA.BERRY@sakilacustomer.org",1,"2022-02-14","34","2022-02-14 18:16:03+03","2022-08-23 11:38:17+03","135.66","34","3.9900000000000000","B — Medium value"
591,"KENT","ARSENAULT","KENT.ARSENAULT@sakilacustomer.org",1,"2022-02-14","27","2022-06-15 19:51:27+03","2022-08-20 17:05:42+03","134.73","27","4.9900000000000000","B — Medium value"
307,"JOSEPH","JOY","JOSEPH.JOY@sakilacustomer.org",1,"2022-02-14","30","2022-05-27 16:45:37+03","2022-08-23 05:03:53+03","134.70","30","4.4900000000000000","B — Medium value"
520,"MITCHELL","WESTMORELAND","MITCHELL.WESTMORELAND@sakilacustomer.org",1,"2022-02-14","32","2022-05-30 20:45:17+03","2022-08-23 20:59:33+03","134.68","32","4.2087500000000000","B — Medium value"
15,"HELEN","HARRIS","HELEN.HARRIS@sakilacustomer.org",1,"2022-02-14","32","2022-02-14 18:16:03+03","2022-08-23 19:12:31+03","134.68","32","4.2087500000000000","B — Medium value"
89,"JULIA","FLORES","JULIA.FLORES@sakilacustomer.org",1,"2022-02-14","32","2022-05-26 01:34:53+03","2022-08-23 17:38:34+03","134.68","32","4.2087500000000000","B — Medium value"
569,"DAVE","GARDINER","DAVE.GARDINER@sakilacustomer.org",1,"2022-02-14","32","2022-05-25 09:19:16+03","2022-08-23 23:48:54+03","134.68","32","4.2087500000000000","B — Medium value"
438,"BARRY","LOVELACE","BARRY.LOVELACE@sakilacustomer.org",1,"2022-02-14","33","2022-02-14 18:16:03+03","2022-08-23 19:02:00+03","134.67","33","4.0809090909090909","B — Medium value"
473,"JORGE","OLIVARES","JORGE.OLIVARES@sakilacustomer.org",1,"2022-02-14","34","2022-05-27 06:50:56+03","2022-08-23 23:46:47+03","134.66","34","3.9605882352941176","B — Medium value"
433,"DON","BONE","DON.BONE@sakilacustomer.org",1,"2022-02-14","25","2022-05-26 02:07:11+03","2022-08-23 04:40:04+03","133.75","25","5.3500000000000000","B — Medium value"
59,"CHERYL","MURPHY","CHERYL.MURPHY@sakilacustomer.org",1,"2022-02-14","27","2022-05-26 10:34:41+03","2022-08-23 19:33:04+03","133.73","27","4.9529629629629630","B — Medium value"
504,"NATHANIEL","ADAM","NATHANIEL.ADAM@sakilacustomer.org",1,"2022-02-14","28","2022-05-26 00:02:30+03","2022-08-23 23:44:27+03","133.72","28","4.7757142857142857","B — Medium value"
92,"TINA","SIMMONS","TINA.SIMMONS@sakilacustomer.org",1,"2022-02-14","28","2022-05-26 18:22:01+03","2022-08-22 09:53:14+03","133.72","28","4.7757142857142857","B — Medium value"
179,"DANA","HART","DANA.HART@sakilacustomer.org",1,"2022-02-14","29","2022-05-28 03:34:43+03","2022-08-23 22:20:23+03","133.71","29","4.6106896551724138","B — Medium value"
265,"JENNIE","TERRY","JENNIE.TERRY@sakilacustomer.org",1,"2022-02-14","29","2022-05-25 13:09:48+03","2022-08-22 07:59:59+03","133.71","29","4.6106896551724138","B — Medium value"
112,"ROSA","REYNOLDS","ROSA.REYNOLDS@sakilacustomer.org",1,"2022-02-14","30","2022-05-27 13:47:04+03","2022-08-23 14:47:05+03","133.70","30","4.4566666666666667","B — Medium value"
221,"BESSIE","MORRISON","BESSIE.MORRISON@sakilacustomer.org",1,"2022-02-14","28","2022-05-26 12:44:04+03","2022-08-22 14:53:22+03","132.72","28","4.7400000000000000","B — Medium value"
316,"STEVEN","CURLEY","STEVEN.CURLEY@sakilacustomer.org",1,"2022-02-14","29","2022-05-25 02:43:11+03","2022-08-23 17:34:49+03","132.71","29","4.5762068965517241","B — Medium value"
319,"RONALD","WEINER","RONALD.WEINER@sakilacustomer.org",1,"2022-02-14","30","2022-05-25 02:39:22+03","2022-08-23 01:07:57+03","132.70","30","4.4233333333333333","B — Medium value"
560,"JORDAN","ARCHULETA","JORDAN.ARCHULETA@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-22 23:16:54+03","132.70","30","4.4233333333333333","B — Medium value"
108,"TRACY","COLE","TRACY.COLE@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-23 22:45:53+03","132.70","30","4.4233333333333333","B — Medium value"
245,"COURTNEY","DAY","COURTNEY.DAY@sakilacustomer.org",1,"2022-02-14","32","2022-02-14 18:16:03+03","2022-08-23 15:43:26+03","132.68","32","4.1462500000000000","B — Medium value"
13,"KAREN","JACKSON","KAREN.JACKSON@sakilacustomer.org",1,"2022-02-14","27","2022-06-17 08:54:42+03","2022-08-22 22:51:24+03","131.73","27","4.8788888888888889","B — Medium value"
299,"JAMES","GANNON","JAMES.GANNON@sakilacustomer.org",1,"2022-02-14","30","2022-05-27 04:27:10+03","2022-08-22 06:26:34+03","131.70","30","4.3900000000000000","B — Medium value"
314,"GEORGE","LINTON","GEORGE.LINTON@sakilacustomer.org",1,"2022-02-14","33","2022-05-25 14:12:07+03","2022-08-23 23:37:59+03","131.67","33","3.9900000000000000","B — Medium value"
82,"KATHRYN","COLEMAN","KATHRYN.COLEMAN@sakilacustomer.org",1,"2022-02-14","26","2022-05-26 01:59:03+03","2022-08-23 05:12:54+03","130.74","26","5.0284615384615385","B — Medium value"
594,"EDUARDO","HIATT","EDUARDO.HIATT@sakilacustomer.org",1,"2022-02-14","27","2022-05-27 00:56:19+03","2022-08-22 09:54:47+03","130.73","27","4.8418518518518519","B — Medium value"
49,"JOYCE","EDWARDS","JOYCE.EDWARDS@sakilacustomer.org",1,"2022-02-14","28","2022-05-25 18:32:19+03","2022-08-21 22:02:18+03","130.72","28","4.6685714285714286","B — Medium value"
154,"MICHELE","GRANT","MICHELE.GRANT@sakilacustomer.org",1,"2022-02-14","30","2022-05-27 23:14:26+03","2022-08-23 13:16:16+03","130.70","30","4.3566666666666667","B — Medium value"
342,"HAROLD","MARTINO","HAROLD.MARTINO@sakilacustomer.org",1,"2022-02-14","32","2022-06-18 03:29:51+03","2022-08-23 19:09:31+03","130.68","32","4.0837500000000000","B — Medium value"
141,"DEBBIE","REYES","DEBBIE.REYES@sakilacustomer.org",1,"2022-02-14","32","2022-05-30 14:44:57+03","2022-08-23 21:45:25+03","130.68","32","4.0837500000000000","B — Medium value"
